1pugC00,3.30.1310.10
2bbtA00,3.40.50.300
2mtqA00,1.20.58.130
2vdiB02,3.20.20.110
4i1dB02,3.40.190.10
4rqkA02,1.10.510.10
4cx2A01,3.90.340.10
5ju6A02,3.40.50.1700
5ubmB01,2.10.70.10
3tnpB01,2.60.120.10
1eogA02,1.20.1050.10
2a1tR01,3.40.50.620
3dh7D00,3.20.20.70
4ej0A02,3.90.25.10
1ttnA01,3.10.20.90
4totA00,2.40.100.10
4ahbD00,2.120.10.70
4q52C00,2.60.40.3910
2gnwA00,1.10.490.10
5zpbB03,2.70.98.20
4w7dA00,2.40.155.10
4gf3A00,3.30.1460.10
2nv3A01,1.10.150.90
6flbG00,2.60.40.350
3gylB02,2.40.10.10
3tpcE00,3.40.50.720
2igtC01,3.40.50.150
4h9mA04,3.20.20.140
3mfqA01,3.40.50.1980
1u63C01,3.30.190.20
4e3qB02,3.40.640.10
3q2bA00,3.40.20.10
4u6vA00,2.70.240.10
5vxaA00,1.10.3210.10
1bleA00,3.40.35.10
5y0mA00,3.60.70.12
5aykA02,3.40.30.10
1yw0B00,1.20.58.480
4iv9A01,3.50.50.60
4jdmE03,2.60.120.1340
4relA01,3.40.50.2000
1n8jA00,3.40.30.10
2w3lB00,1.10.437.10
6do0A00,1.10.10.10
2ebdA01,3.40.47.10
4pqqA00,2.60.120.260
6o6qA02,3.30.200.20
1mvmA00,2.170.30.10
4fxtF02,2.60.40.2060
3r1xD02,3.30.420.310
1g2xA00,1.20.90.10
1q90C00,2.102.10.10
4eklA02,1.10.510.10
2l2cA01,1.10.238.20
2bg5B00,3.20.20.60
4on3A00,3.30.1520.10
1kf6A03,1.20.58.100
4wbaA00,1.20.5.430
4ipgA00,2.40.50.140
4q5pA00,1.10.760.10
2krtA01,3.10.450.270
2f2gA00,1.20.910.10
1mdoA02,3.90.1150.10
3g2gA01,3.40.1380.20
3weeB02,3.30.420.40
2gmpA00,2.60.120.200
2x3iC02,3.20.70.20
2xdqA03,3.40.50.1980
3qf0A00,3.20.20.70
1upgB00,1.10.287.160
5zp7A03,2.70.98.20
1hekA00,1.10.150.90
4e4lE02,1.10.510.10
6g0yA00,1.20.120.1350
2wu3A00,3.40.50.1820
2lvcA01,2.60.40.10
2y9nA00,2.70.100.10
5abjB00,2.60.120.20
1o1yA00,3.40.50.880
2wfpA02,2.60.120.10
5w3mC00,2.60.120.20
6nfsA00,2.60.40.1220
2wmbC02,1.10.510.10
5iosB00,3.30.1360.170
3ntvB00,3.40.50.150
3tviC02,3.30.2130.10
5euiB00,1.10.490.10
2cyaA01,3.40.50.620
4arwC00,3.90.550.10
2ejlB02,3.40.309.10
4dx9K00,2.30.29.30
1ilzA00,2.40.230.10
4btvA00,3.40.50.1820
3fjdA00,2.80.10.50
5cvvB01,1.10.10.10
2ywmA01,3.40.30.10
1tilB00,3.30.750.24
3i36A00,3.90.190.10
3nppA00,2.40.50.480
3niuB00,1.10.640.10
2rg0A00,2.70.100.10
1q5nA03,1.10.40.30
1xlyA00,1.20.200.20
3maxA00,3.40.800.20
4ucxA01,3.40.50.700
1cqmA00,3.30.70.60
1fkwA00,3.20.20.140
1q8qA00,2.60.120.200
1lwcA05,3.30.420.10
2xvfA02,3.50.50.60
4gmtH02,2.60.40.10
4iznI00,2.40.155.10
6azrD00,3.40.50.2300
3d0qA02,3.40.50.2000
2x8kA01,2.40.30.200
1t3wA00,1.10.860.10
4zwuA02,3.90.230.10
4i4tE01,6.10.280.30
4mcjC00,3.40.50.450
3bzhA00,3.10.110.10
1iyrA00,1.10.1490.10
2oqhC02,3.20.20.120
1vwxh01,1.10.287.310
3ttyA01,3.20.20.80
2pi3O02,3.90.930.1
1tgsI00,3.30.60.30
1tuoA04,3.30.310.50
1lg4A00,1.10.790.10
2ae8B02,3.30.230.40
2jkhL00,2.10.25.10
1tfeA01,3.30.479.20
3kuuB00,3.40.50.1970
1hn3A01,6.10.250.60
3ocbA02,1.10.510.10
1wrgA01,1.20.5.250
4ek6A01,3.30.200.20
5dftA00,2.60.40.10
4jxnA00,1.10.600.10
4nc6A03,1.10.472.80
1dgfA01,4.10.91.20
3d2eB01,3.30.420.40
3fpaD00,3.40.50.300
1uw9R01,3.30.70.150
3k0eF02,3.40.50.300
3fjjA00,2.80.10.50
1v5oA00,3.10.20.90
2vkrA00,3.30.70.20
4ly8A00,3.20.20.70
2cthA00,3.90.10.10
2kzfA00,3.30.300.20
3vdgA02,3.20.20.120
3zc6B02,1.10.510.10
5comA00,1.20.120.450
5dibB02,3.40.309.10
3n70C00,3.40.50.300
4er9A00,1.20.120.10
4goqC00,3.40.1530.20
3mjgX03,2.60.40.10
1xbfC00,2.60.120.460
3b5qB00,3.40.720.10
1qe8A00,3.40.50.1820
3eudF00,2.60.40.790
3km8A00,3.20.20.140
3sbdA00,3.40.50.300
4nftC00,1.10.20.10
4wbgA00,3.40.710.10
5fxdA01,3.30.43.10
3q9oA01,2.60.120.200
5h3lA00,3.40.50.1380
2lkgA00,1.20.58.390
1dgjA07,3.30.365.10
1n6aA02,2.170.270.10
6fr1A02,1.10.510.10
1brwA03,1.20.970.10
4q9zB01,3.30.200.20
4lfhD01,2.60.40.10
1twfJ00,1.10.10.60
3m0rA00,2.30.30.40
4gsoA02,2.40.10.10
2xqtB01,1.20.20.10
3b3tA00,3.40.630.10
4zbwA02,1.10.533.10
3p7mB01,3.40.50.720
3sqgC00,3.90.320.20
4q92C02,3.40.309.10
4apxB01,2.60.40.3430
4xx9A02,1.10.510.10
6b2tA02,3.40.47.10
3cb4A04,3.30.70.240
2ql3G01,3.40.190.10
5vpjG00,3.10.129.10
1gqiA02,3.20.20.80
5d18A00,1.10.357.10
3ijrB00,3.40.50.720
4px6A02,1.10.510.10
4w75B00,2.40.155.10
1smaA03,3.90.400.10
1clyH01,2.60.40.10
2dkjA02,3.40.640.10
3eijA02,1.25.40.180
2j43A02,2.60.40.1110
3fiqA00,2.40.128.20
3qsjA00,3.90.79.10
3en9A04,1.10.510.10
1qyuA02,6.10.140.230
1dinA00,3.40.50.1820
1s35A01,1.20.58.60
2uw9A02,1.10.510.10
5b6iB01,3.40.50.10790
3q3eA02,3.40.50.11380
1yniA00,3.75.10.20
3vywC01,1.20.120.1180
3zo4A02,3.30.200.20
2g5cA02,1.10.3660.10
1fhvA02,3.30.390.10
1jofF00,2.130.10.10
2peiK00,1.10.1200.210
1hnlA00,1.10.530.10
4d9qE01,2.60.40.10
1negA00,2.30.30.40
2y1vA04,2.60.40.10
3apuB00,2.40.128.20
1am4D00,3.40.50.300
2c42A06,3.40.50.970
3wpuA01,2.115.10.20
4oarA00,1.10.565.10
4yipA02,3.55.40.20
1wleA02,3.30.930.10
4bhyA02,3.20.20.10
2orbI01,2.60.40.10
5uhkC00,3.20.20.80
6cpkA00,2.30.30.40
1g55A02,3.40.50.150
3ofvB00,3.40.50.1470
3nndB02,3.40.50.2300
3rqiA01,3.40.50.2300
3oi8A02,3.90.1280.20
1gwuA01,1.10.520.10
3hcgD00,2.170.150.20
1zm4C05,3.30.230.10
1e85A00,1.20.120.10
2kwyA00,1.20.5.730
1fddA00,3.30.70.20
4cc0B03,2.10.25.10
5tq0B02,3.40.50.2300
1s6yA02,3.90.110.10
1ao7B00,2.60.40.10
3nndC02,3.40.50.2300
2o4jA00,1.10.565.10
1hfcA00,3.40.390.10
3v8oA01,2.60.40.10
1y28A00,3.30.450.20
3qzqA02,2.40.10.10
4jd2B01,3.30.420.40
3cixA00,3.20.20.70
3fovA00,3.40.1350.10
2r8oA01,3.40.50.970
2gn1A02,3.40.50.1100
3kpfA02,3.90.660.10
4o0yA02,1.10.510.10
1bxrA05,3.40.50.20
2cwwA01,2.30.130.10
1s5wA00,3.20.20.70
5dlmL01,2.60.40.10
4wq4A01,3.30.420.40
1ub6A01,2.60.40.10
3cxkA00,2.170.150.20
3gf5A01,2.30.30.570
2fjkA00,3.20.20.70
1chiA00,1.10.760.10
5v4mC01,3.10.320.10
4f1wB00,3.40.50.1580
1md2H00,2.40.50.110
2fydB00,3.90.550.10
4s06A01,3.20.20.80
1c0nA02,3.40.640.10
4inaB02,3.30.360.10
2rkbA02,3.40.50.1100
2a9kA00,3.40.50.300
4jurB00,3.90.1720.70
4kucH02,2.60.40.10
1n82A00,3.20.20.80
1pj3C02,3.40.50.720
4avpA00,1.10.10.10
1qokA01,2.60.40.10
4lizA00,3.40.20.10
2cztA00,2.40.128.20
2o14A02,3.40.50.1110
3sdrA03,1.10.600.10
1ct9B02,3.40.50.620
3m21F00,3.30.429.10
4dx9m00,2.30.29.30
1vgsF02,3.30.1020.10
3wvdA00,3.90.330.10
5owcA00,1.20.90.10
2v7yA04,2.60.34.10
4dhqA00,1.20.190.20
1xqbB01,2.40.30.70
3mgmA00,3.90.79.10
2v2gA02,3.30.1020.10
4wz8C01,3.90.226.10
2mrlA00,1.10.150.610
1p30A02,3.90.39.10
2cg9A01,3.30.565.10
1n10A01,2.40.40.10
4dalG02,3.40.309.10
2gclB02,2.30.29.30
1i6uB01,3.30.1370.30
3ihoA00,1.10.340.30
3w28A00,3.20.20.80
3tc1B00,1.10.600.10
4lbaA01,2.60.40.2410
3ouzB03,3.30.1490.20
3ikmA04,1.20.5.3960
2sqcA02,1.50.10.20
5zplB03,2.70.98.20
4x36A01,3.40.80.10
3knuD02,1.10.1270.20
1b8rA00,1.10.238.10
4i66A00,3.40.50.12140
1lt1D00,1.20.5.420
4dkmH00,2.40.155.10
5wriB00,3.40.50.300
1sdjA01,3.10.310.10
2yd4A02,2.60.40.10
2hg4C02,3.30.70.3290
6eciP00,2.30.110.10
3kpxA00,1.10.238.10
1bdp002,1.20.1060.10
5mpmA04,3.40.1110.10
3nezB00,2.40.155.10
1qqqA00,3.30.572.10
3ovkC00,3.40.350.10
4g5eA02,2.40.110.10
3e8uH02,2.60.40.10
5nbiL01,2.60.40.10
2av9A00,3.10.129.10
3w6uA01,3.40.50.720
4ijnB01,3.30.420.40
4ljdD00,2.40.155.10
5ma8D00,2.40.155.10
4ag5B01,3.40.50.300
5tlkF01,2.60.40.10
3dmjB02,3.30.70.270
4u1xA02,3.40.50.2300
3i07B01,2.20.25.10
3k6qB02,3.30.160.620
2v94A00,3.30.70.330
2pe5A02,3.40.50.2300
3mf0A01,3.30.450.40
4wopA00,3.40.50.300
3e6mG00,1.10.10.10
5eeoA05,1.20.245.10
4dj4B00,1.10.575.10
3ihuB02,1.20.120.530
2atcA02,3.40.50.1370
2y27A02,3.30.300.30
2p7jB02,3.30.450.20
1xv5A02,3.40.50.2000
4hnuB02,3.30.470.20
2xmjA00,3.30.70.100
4nx9A01,1.20.1330.10
2arhB01,3.40.630.30
1xhoB00,3.30.1330.40
3g1gB00,1.10.1200.30
1yghA00,3.40.630.30
1mivA04,1.10.246.80
5lnuB00,3.20.20.70
4kyoC01,3.90.1150.10
5jzmA00,3.40.50.880
4b5wA00,3.20.20.60
1pxuA00,2.40.50.120
4r4zA02,2.60.120.1570
3af8X00,1.20.1260.10
1gzmB00,1.20.1070.10
1vqvA01,3.30.1330.10
1l6jA05,2.10.10.10
2pusA02,1.10.287.540
6bhbA00,3.40.50.1580
3unfA00,3.60.20.10
1p5eA02,1.10.510.10
3hmcA00,3.20.20.80
4nr3B00,3.10.110.10
2ia9C00,3.30.1120.40
6brdC02,3.30.70.2450
2bwwA02,3.90.230.10
1l1oF01,2.40.50.140
2ab4A02,2.30.130.10
5i8dA01,2.60.40.60
4wswA01,2.10.77.10
3g6aB01,2.60.40.10
3u9tA02,3.30.470.20
5o8cA00,2.40.155.10
2qrdA00,3.30.310.80
3kycD00,3.10.20.90
3or1B02,3.30.413.10
5fedA01,3.30.200.20
1jmgA00,3.30.572.10
3hsyA02,3.40.50.2300
4flmB00,3.40.50.1820
3gwzB02,3.40.50.150
5e4hA01,3.30.200.20
1zhcA00,6.10.280.50
1z3xA02,1.10.10.1770
2qecA00,3.40.630.30
5nqdA02,3.40.50.740
3qywA02,1.10.510.10
3u1gB02,2.170.220.10
3ktoB00,3.40.50.2300
2ye0A00,2.40.155.10
3kjxD02,3.40.50.2300
2e2mI01,3.40.30.10
1c4zA02,3.30.2160.10
3fp7E01,2.40.10.10
2vdiL00,3.30.190.10
2hf2B01,3.40.50.1000
3hloA01,2.40.70.10
2y8yA02,3.30.70.1210
1gq2A01,3.40.50.10380
2lxlA00,1.25.40.270
3a98B02,2.30.29.30
3r84V00,6.10.280.160
4fssB00,2.30.30.40
4ze1A01,1.10.630.10
1wekA01,3.40.50.450
5d7gA03,1.10.246.190
5mn0B00,3.60.40.10
3obqA00,3.10.110.10
4yifF00,1.10.10.10
4l8kB01,3.30.750.44
1i0rA00,2.30.110.10
5jlfD01,3.30.420.40
4tltA00,2.60.40.180
2ocfD00,2.60.40.10
2dt8A01,3.40.50.10170
2h8qB00,2.40.155.10
3k8kB03,3.90.400.10
1uptF00,1.10.220.60
2ka6A00,1.20.1020.10
2vosA02,3.90.190.20
3tpsA01,2.70.40.10
1i7dA01,3.40.50.140
1xrbA02,3.30.300.10
1mr9Y00,2.160.10.10
3h28D00,3.50.50.100
2vpkA00,3.30.710.10
1grgA01,3.50.50.60
1nbqA01,2.60.40.10
3nz2F00,2.160.10.10
2hg4B03,3.40.366.10
5ao1C01,1.10.3210.10
4w8nE01,2.10.77.10
3vr2B02,3.40.50.300
3zqoR00,6.10.140.2160
5kqiA02,1.10.420.10
4bupA02,2.170.270.10
1tedA02,3.40.47.10
3kxaA02,1.10.260.40
5y8qA00,2.40.155.10
1svzA01,2.60.40.10
3hg1D01,2.60.40.10
4dnaB03,3.30.390.30
2ajrA02,2.20.150.10
3ntnB01,2.150.10.10
3v7bA00,3.40.1000.10
2fphX02,3.30.70.330
3qr6A01,3.40.30.10
4m5dA01,1.10.1410.10
3g67A00,1.10.287.950
3ojdB01,2.60.40.10
3ooqG01,2.30.40.10
6dvrB02,2.70.160.11
5expA02,1.10.8.60
4w7xC00,2.40.155.10
1hovA00,3.40.390.10
1dkfA00,1.10.565.10
4ksyA02,3.40.50.12100
6immR00,1.10.287.2230
4orgE01,2.60.40.10
3bpdE01,3.30.70.1340
3bwvB01,3.40.50.1000
4nu6A01,3.40.50.720
4agsB03,3.40.30.10
4kqpA01,3.40.190.10
3ec5A02,3.90.930.1
4mw5A02,2.170.220.10
4k8kB00,3.40.1190.20
2pfdD01,3.30.990.10
3i8bA01,3.30.420.40
2caaA02,3.30.497.10
2xhwA03,3.30.70.270
2o7iA03,3.10.105.10
4ac9D02,2.40.30.10
2wntA02,1.10.510.10
1krhA01,3.10.20.30
1qveB00,3.30.700.10
3av0A01,3.60.21.10
1txdA01,1.20.900.10
5j43A01,3.40.50.1100
5yhqB00,2.60.120.20
1l5jA03,3.40.1060.10
3v9fD01,2.130.10.10
6cdnA00,2.60.120.10
2reyA00,2.30.42.10
2h1qA02,3.40.50.11590
4dhpA00,1.20.190.20
4kyzB00,3.30.70.600
3h02B02,1.10.12.10
3q9pA00,2.60.40.790
1xt9A00,3.40.395.10
3pn9D00,3.40.350.10
6er4A00,2.60.120.200
3qcsA02,1.10.510.10
4bbjA03,3.40.50.1000
4q9cA00,2.60.40.10
1rf6A01,3.65.10.10
2raqC01,3.30.70.1340
3gveA00,3.60.21.10
3tr9D00,3.20.20.20
3a09A01,3.40.190.10
4ebhA00,2.160.10.10
1l7iL01,2.60.40.10
4d8jA01,1.20.1270.380
5nupA00,2.40.160.10
1j3vC02,1.10.1040.10
3t7eA00,3.40.50.720
4xq2F02,3.90.1150.10
6fpoL00,1.10.645.10
3osrA02,3.40.190.10
4lemF02,3.40.309.10
1xc1A01,3.40.190.10
2w2nE00,2.10.25.10
2uzpB00,2.60.40.150
1dunA00,2.70.40.10
3pmgA02,3.40.120.10
4ok9A00,3.40.1510.10
2ombD01,2.60.40.10
2ow4A00,2.60.120.200
1gjjA00,1.10.720.40
6gdmA01,3.30.200.20
2h4uD00,3.10.129.10
1m0zB00,3.80.10.10
3fcpA01,3.30.390.10
1fmcA00,3.40.50.720
1cfrA00,3.40.91.10
3u2wA00,3.90.550.10
2vdiO00,3.30.190.10
3axbA02,3.30.9.10
4pitA00,2.100.10.30
2c6xA01,1.10.580.10
3qjeB00,1.10.490.10
2dqbF00,1.10.3210.10
5tv2A01,3.40.50.300
3qxfD00,1.50.10.10
3shwA01,2.30.42.10
4claA00,3.30.559.10
3lsoB03,2.60.40.2260
1eaxA01,2.40.10.10
3qrlA00,2.60.40.1970
6cmeA02,2.10.110.10
3snhA02,1.20.120.1240
1htlA00,3.90.210.10
5nezF00,3.20.20.390
4wt7B02,3.40.50.2300
5zhfB00,3.30.1380.10
2b3fC02,3.40.190.10
3qfsA02,1.20.990.10
5wkcB01,3.40.50.970
4b09F01,3.40.50.2300
4p17A02,1.10.8.270
1lc0A02,3.30.360.10
4k9qA03,3.40.50.970
1tzzA02,3.20.20.120
5avdA01,2.40.10.10
1wlqD00,1.20.5.1180
2qxiA02,2.40.10.10
3opnA00,3.40.50.150
3gybA02,3.40.50.2300
2g1eA00,3.10.20.30
3ttvA03,3.40.50.880
3anoA00,3.30.428.10
3fupB02,1.10.510.10
2kawA00,2.30.42.10
3h6sH00,2.80.10.50
3op1A02,2.40.30.30
1oq1C00,2.60.120.200
5awnL01,2.60.40.10
6cxyL01,2.60.40.10
5gr6A03,3.20.20.80
3mt9A02,3.40.50.2000
5zcjA00,3.90.79.10
4guaA03,3.40.220.10
2yvrA00,3.30.160.60
2rm5A00,3.40.30.10
2z5bB02,6.10.250.2050
2h7fX02,3.90.15.10
3q7eA01,3.40.50.150
2bhgA01,2.40.10.10
1qz2A01,3.10.50.40
3q6dA01,3.40.350.10
2zgoA00,2.60.120.200
4m0mA02,1.10.1240.80
1cycA00,1.10.760.10
3kvpF00,6.20.140.10
1fhgA00,2.60.40.10
3owaB03,1.20.140.10
3dqwA02,1.10.510.10
3hrnA00,1.20.5.340
4hr1A00,1.20.1270.410
1cnoG00,1.10.760.10
1ndgB01,2.60.40.10
2nyiA01,3.30.70.260
3l4gC01,3.30.1370.240
4lcsA01,3.20.20.140
2q28A02,3.40.50.1220
4rg4A01,3.50.50.60
4cfnC02,1.10.510.10
2d27A01,1.10.40.70
1xn8A00,1.10.3230.10
3fk4B01,3.30.70.150
3d0kA00,3.40.50.1820
4rflA01,3.40.50.1970
2gw2A00,2.40.100.10
2piaA03,3.10.20.30
4ixjA01,3.30.1300.80
1tk7A01,2.20.70.10
4qv7K00,3.60.20.10
1v8fA02,3.30.1300.10
1i12D00,3.40.630.30
2c7vC00,3.40.50.720
3i6dA01,3.50.50.60
3i4kD02,3.20.20.120
2edeA01,2.60.40.10
3dukD00,3.10.450.50
3q6mA02,3.40.50.11260
3sufA02,2.40.10.10
3hhhB00,1.10.10.10
2mzwA03,3.30.70.240
3nxeA02,2.40.70.10
2miqA00,3.30.40.10
2hj4D00,2.60.30.10
3pgvD01,3.40.50.1000
1vgsG02,3.30.1020.10
3qg6B01,2.60.40.10
2ghpH02,3.30.70.330
5c5eA01,3.40.50.2300
3n98A01,3.20.110.10
3mczB02,3.40.50.150
3l4gM00,3.30.930.10
5kwvA02,3.30.1300.10
1g8mA01,1.10.287.440
4r8dA02,3.40.640.10
5l5yK00,3.60.20.10
3fyuH00,3.40.50.1820
3qzzA00,1.10.490.10
5cu1A00,2.60.120.10
5fhtA02,2.40.10.10
1uwlA02,3.40.50.10730
3vb9D03,2.60.40.1610
1z1nX04,3.90.10.10
1zcdA00,1.20.1530.10
4i1dD01,3.40.190.10
2anuC00,3.20.20.140
4ociA01,1.10.238.10
6qi7A00,2.40.128.20
3co8B01,2.40.37.10
1yeyD02,3.20.20.120
2exsC00,2.60.40.50
1ecmB00,1.20.59.10
4e77A01,3.90.1150.10
4dgsA01,3.40.50.720
2gqhA01,2.60.40.10
3l4mC00,2.60.30.10
3cg1A01,3.40.190.10
4wk5A00,1.10.600.10
4liuA01,2.60.120.650
4lqeA00,3.40.1350.140
3h7lA01,2.60.40.10
1nc4B01,2.60.40.10
3fi0M01,3.40.50.620
6fmaA02,1.10.510.10
1eejA02,3.40.30.10
2p1fA00,3.20.20.70
4pulA00,3.20.20.105
2pc6D02,3.30.70.1150
3hdgE00,3.40.50.2300
1gmxA00,3.40.250.10
2vkiA00,2.30.29.30
6f97A02,3.30.410.40
6qd5A00,1.10.3430.10
4yn0A02,2.10.50.10
2l2qA00,3.40.50.2300
3gaeA00,1.25.10.10
2cq1A00,3.30.70.330
5i16A01,2.60.40.10
5mjaB01,3.30.200.20
6dspA01,3.40.50.2300
1a7oH00,2.60.40.10
2a73B06,2.60.40.690
5oy0c00,3.30.70.20
2h3dA02,3.20.20.70
2pyiA02,3.40.50.2000
2xsoA01,3.90.380.10
1y4oA00,3.30.450.30
1hx6A01,2.70.9.30
3ndzA00,3.20.20.80
3nm1A02,3.40.1190.20
4jn6B02,3.30.360.10
1tcxA00,2.40.70.10
6g23A00,3.20.20.140
1zvzA01,1.20.120.230
2uz8B01,3.40.30.90
2dzjA00,3.10.20.90
4ihaA00,3.40.50.1820
4bd2A00,1.10.437.10
2lfrA00,1.10.287.130
1tl0F00,2.40.50.110
5tf2A00,2.130.10.10
4j2eA03,3.90.1600.10
1bs0A02,3.40.640.10
3gulA00,1.10.530.40
6dejD00,2.40.155.10
3lz7C00,3.10.129.10
5e3fA00,2.40.50.90
4dalC02,3.40.309.10
1yjgA00,1.20.120.240
1yspA00,3.30.450.40
4us8A03,3.90.1170.50
1g9kA02,3.40.390.10
1gx1A00,3.30.1330.50
1pdwB00,3.40.50.880
5totA02,3.40.640.10
3gylB01,2.40.10.10
2w91A01,3.20.20.80
3kqfD02,1.10.12.10
1mivB04,1.10.246.80
2prp000,1.10.790.10
1zm4E05,3.30.230.10
1aogA03,3.30.390.30
1e64A01,2.40.30.10
3c8jD00,3.10.100.10
6dnpA03,1.20.1220.12
5szpA03,2.60.40.60
2erkA02,1.10.510.10
5hr5A02,3.40.50.1240
5xyiS01,1.10.8.50
2x06E01,1.10.1530.10
3rl5A00,3.60.21.10
1ynfF00,3.75.10.20
3k3cC00,3.30.450.20
2xspA00,2.70.100.10
3bn3B02,2.60.40.10
4whsA00,2.60.130.10
3iuoB00,1.10.10.1390
4uorA02,3.40.720.10
1vazA01,3.30.420.210
3mbgA00,1.20.120.310
1ms6A00,3.90.70.10
3l7fH01,2.60.40.10
1f3wA01,3.40.1380.20
2pjqD01,1.10.472.50
3kkcC01,1.10.357.10
4zcrA00,3.40.50.620
3iklA01,3.30.930.10
6f05I02,1.20.1050.10
3tloA01,2.40.10.10
2i5pO01,3.40.50.720
2j58D01,3.10.560.10
3ce2A02,1.10.287.830
4p5nA00,2.30.30.1060
2i8bA00,1.20.120.1160
2xgsB01,1.25.40.10
140lA00,1.10.530.40
4dhsA00,1.20.190.20
2fbhA00,1.10.10.10
4h6dC02,3.40.190.10
1zv9A00,2.60.40.680
2o7dG01,1.10.275.10
4yacA01,3.40.50.720
3gvpA02,3.40.50.720
2vkhA01,1.20.58.1190
1jo0A00,3.30.110.60
1fo1B00,3.80.10.10
2ifaF00,3.40.109.10
1kq1H00,2.30.30.100
3bl6A00,3.40.50.1580
4oa4B00,3.40.190.170
1lt1C00,1.20.5.420
1djxA03,2.60.40.150
5dm6E02,3.90.930.12
3i3fB00,3.30.1330.40
1q8fA00,3.90.245.10
1wk8B00,3.90.740.10
6byrA02,3.30.200.20
3fo1H02,2.60.40.10
5jh1A00,3.20.20.100
2eyqA06,3.40.50.300
1ariA02,3.40.640.10
2vcpB01,3.30.420.40
4fbgC00,3.40.50.720
2wnpF02,4.10.530.10
2axqA01,3.40.50.720
3npmA01,3.40.50.1370
3jamE02,2.40.50.740
1cpoA00,1.10.489.10
1lnwB01,1.10.10.10
5itbH01,2.60.40.10
2b1eA03,1.10.357.60
3wi7A00,3.40.50.1820
1cdtA00,2.10.60.10
2vf7B01,3.40.50.300
3agcB00,3.40.1500.20
5f9oG01,2.170.40.20
1jr3C02,1.20.272.10
2r3cA00,1.20.5.170
2xhdA01,3.40.190.10
3m9eF00,3.30.50.10
2cqzA00,1.10.3210.10
3gg4A01,3.30.420.40
2as0A02,3.30.750.80
2ma4A00,3.30.1660.10
6d5vQ00,3.40.50.300
1qt8A00,1.10.530.40
3ccfB00,3.40.50.150
4j7bB01,3.30.1120.30
4fgdC00,3.90.1720.10
3s0mA02,2.60.120.10
4bb7B00,2.30.30.490
2jlhA00,3.40.1690.10
2cu5A00,2.60.120.460
3cerC01,3.30.420.40
3nfqB01,1.20.5.170
3uucA00,1.10.565.10
3hvyD02,3.40.640.10
2yncC00,3.40.630.170
3tewA04,2.60.40.810
4bjhB01,3.40.50.1370
2gl2B00,1.10.287.1700
1evgA00,3.30.572.10
2dpmA02,1.10.1020.10
6b0gE00,2.90.20.10
3mb2C00,3.30.429.10
4f0xE01,1.20.140.90
3va8A01,3.30.390.10
5tinA02,1.20.58.390
2z0rI00,3.40.1350.90
5yfkA00,2.40.260.10
1g6sA01,3.65.10.10
4w8pA01,1.20.1420.10
4wi6A02,2.60.40.10
2wjeA00,3.20.20.140
2gslA00,1.10.1520.10
2z8vC00,2.60.40.10
1rfzB00,1.10.3760.10
3qcwA01,2.60.120.200
5m0yA00,2.60.40.680
2vdiA02,3.20.20.110
4he6A00,2.40.30.10
6cb0B03,2.30.29.30
5umuA02,2.30.29.30
1z1nX01,3.90.10.10
1zgoB00,2.40.155.10
2o1tA01,3.30.230.80
3ckiB00,2.40.50.120
2xqyG01,2.60.40.10
4eadA02,3.40.1030.10
5j78A02,3.40.309.10
3agkA02,3.30.420.60
3bmqD00,3.40.50.720
4v2rB01,1.10.275.10
2obaB00,3.30.479.10
5cmcA01,3.40.190.10
3fhnC01,6.10.280.210
4fxdA03,3.30.420.10
1w3iA00,3.20.20.70
1szpA01,1.10.150.20
3twcH01,2.60.40.10
4bejD02,1.20.120.1240
1gs0A01,1.20.142.10
3r62A01,2.10.70.10
4pj1100,2.30.33.40
1n00A02,1.10.220.10
3f0iA00,3.40.30.10
3a7lA00,2.40.50.100
5v92A00,1.10.530.10
2vbiA02,3.40.50.1220
1zpyB00,6.10.140.1960
3ci6B00,3.30.450.40
5xgvA03,3.40.30.120
3ldgA01,3.30.2130.30
3cvwA03,1.10.579.10
5teoA00,1.10.1200.30
4tvdA03,3.20.20.80
1x0gA00,2.60.300.12
4hf2A00,1.10.10.10
5cnpC00,3.40.630.30
3s84A01,6.10.250.2890
5uu6D00,3.40.109.10
1w8iA00,3.40.50.1010
2dybB02,2.30.30.40
2rflF00,3.40.50.1240
3sssB00,3.30.70.1710
1ilr100,2.80.10.50
2qsbA00,1.20.1440.50
3pdcA00,3.40.50.1820
4bcsB00,2.40.128.30
2vosA01,3.40.1190.10
2ki6D00,1.10.238.10
3ns6A00,3.30.70.330
3bxcE00,2.40.155.10
2kfnA03,3.30.70.370
4loxA02,3.10.28.10
4rwvA00,1.10.565.10
1alyA00,2.60.120.40
3k7eB00,3.40.50.1460
4zk2B00,3.40.50.1970
2bg6A00,3.60.15.10
1rug100,2.60.120.20
5ezqA01,3.90.70.110
2vr2A01,3.20.20.140
1y2kA00,1.10.1300.10
3fzqA01,3.40.50.1000
3gmdA00,3.40.50.720
2sobA00,2.40.50.90
4egaA02,2.170.220.10
4cyiB03,1.10.287.3700
4v1cA01,3.40.50.1220
2yq5A02,3.40.50.720
5ermB00,1.10.600.10
3iddA01,3.40.720.10
3u0bA02,3.40.50.720
4pznA00,1.10.150.50
3hciA01,2.170.150.20
3urhB01,3.50.50.60
5bo7B00,3.90.1480.20
4oy9A01,2.60.40.60
1tmoA03,3.90.55.10
4fq2H01,2.60.40.10
3tatA01,3.90.1150.10
